7,1,1,25:43:26:01:43:04,6/26/2025 1:43:10 PM,500,675,True,False,False,False,False,0,100,143,5.212226,86.09998,216.3,86.09998,216.3,4.185618,4.185618,4.185618,False,False
7,1,1,25:43:26:01:43:04,6/26/2025 1:43:13 PM,500,675,True,False,False,False,False,0,100,63.75745,4.943141,86.90003,87.79996,86.90003,87.79996,2.967041,2.967041,2.967041,False,False
7,1,1,25:43:26:01:43:04,6/26/2025 1:43:18 PM,500,675,True,False,False,False,False,0,100,17.45033,5.237356,12.4,1.7,356.8998,17.40003,0.8028783,5.678325,5.678325,True,False
7,1,1,25:43:26:01:43:04,6/26/2025 1:43:22 PM,500,675,True,False,False,False,False,0,100,145.6669,4.024106,438.0999,22.40004,440.1,23.40004,3.002257,3.665642,3.665642,True,False
7,1,1,25:43:26:01:43:04,6/26/2025 1:43:25 PM,500,675,True,False,False,False,False,0,100,43.29021,5.620795,158.5,9.199996,158.5,9.199996,2.657455,2.657455,2.657455,False,False
7,1,1,25:43:26:01:43:04,6/26/2025 1:43:28 PM,500,675,True,False,False,False,False,0,100,165.3586,4.196585,363.5,9.400001,363.5,9.400001,3.559125,3.559125,3.559125,False,False
7,1,1,25:43:26:01:43:04,6/26/2025 1:43:31 PM,500,675,True,False,False,False,False,0,100,18.51366,5.615384,46.5,6.300002,132.4,15.00001,1.157422,2.557071,2.557071,True,False
7,1,1,25:43:26:01:43:04,6/26/2025 1:43:34 PM,500,675,True,False,False,False,False,0,50,138.8258,4.380565,203.6,10.70001,203.6,10.70001,2.858478,2.900646,3.127087,True,True
7,1,1,25:43:26:01:43:04,6/26/2025 1:43:36 PM,500,675,True,False,False,False,False,0,100,90.10689,4.019962,28.9,1.4,28.9,1.4,1.606122,1.606122,1.606122,False,False
7,1,2,25:43:26:01:43:04,6/26/2025 1:43:41 PM,500,675,True,False,False,False,False,1,50,84.7603,4.931711,105.8,24.5,106.2,24.7,2.383846,2.597326,2.805062,True,True
7,1,2,25:43:26:01:43:04,6/26/2025 1:43:43 PM,500,675,True,False,False,False,False,1,100,159.6401,4.904922,53.39999,13.3,53.39999,13.3,2.790343,2.790343,2.790343,False,False
7,1,2,25:43:26:01:43:04,6/26/2025 1:43:49 PM,500,675,True,False,False,False,False,1,100,59.5157,4.109743,35,70.29998,35,70.29998,5.978106,5.978106,5.978106,False,False
